element_group	superfamily	lineage	structural_status	element_length_bp	ltr_length_bp	ltr1_length_bp	ltr2_length_bp
LTR_retrotransposon	Copia	Ale	complete	5591	312		
LTR_retrotransposon	Copia	Ale	complete	5592	246		
LTR_retrotransposon	Copia	Ale	complete	5592	121		
LTR_retrotransposon	Copia	Ale	complete	5593	120		
LTR_retrotransposon	Copia	Ale	complete	5593	365		
LTR_retrotransposon	Copia	Ale	complete	5593	320		
LTR_retrotransposon	Copia	Ale	complete	5594	250		
LTR_retrotransposon	Copia	Ale	complete	5594	323		
LTR_retrotransposon	Copia	Ale	complete	5595	240		
LTR_retrotransposon	Copia	Ale	complete	5595	165		
LTR_retrotransposon	Copia	Ale	complete	5597	320		
LTR_retrotransposon	Copia	Ale	complete	5598	151		
LTR_retrotransposon	Copia	Ale	complete	5598	291		
LTR_retrotransposon	Copia	Ale	complete	5599	527		
LTR_retrotransposon	Copia	Ale	complete	5601	420		
LTR_retrotransposon	Copia	Ale	complete	5601	231		
LTR_retrotransposon	Copia	Ale	complete	5602	147		
LTR_retrotransposon	Copia	Ale	complete	5603	166		
LTR_retrotransposon	Copia	Ale	complete	5603	288		
LTR_retrotransposon	Copia	Ale	complete	5604	161		
LTR_retrotransposon	Copia	Ale	complete	5604	484		
LTR_retrotransposon	Copia	Ale	complete	5604	418		
LTR_retrotransposon	Copia	Ale	complete	5604	354		
LTR_retrotransposon	Copia	Ale	complete	5605	271		
LTR_retrotransposon	Copia	Ale	complete	5605	283		
LTR_retrotransposon	Copia	Ale	complete	5605	150		
LTR_retrotransposon	Copia	Ale	complete	5605	367		
LTR_retrotransposon	Copia	Ale	complete	5605	325		
LTR_retrotransposon	Copia	Ale	complete	5606	376		
LTR_retrotransposon	Copia	Ale	complete	5606	337		
LTR_retrotransposon	Copia	Ale	complete	5606	305		
LTR_retrotransposon	Copia	Ale	complete	5606	320		
LTR_retrotransposon	Copia	Ale	complete	5606	165		
LTR_retrotransposon	Copia	Ale	complete	5608	305		
LTR_retrotransposon	Copia	Ale	complete	5608	293		
LTR_retrotransposon	Copia	Ale	complete	5609	354		
LTR_retrotransposon	Copia	Ale	complete	5611	146		
LTR_retrotransposon	Copia	Ale	complete	5611	246		
LTR_retrotransposon	Copia	Ale	complete	5613	212		
LTR_retrotransposon	Copia	Ale	complete	5613	236		
LTR_retrotransposon	Copia	Ale	complete	5614	245		
LTR_retrotransposon	Copia	Ale	complete	5614	166		
LTR_retrotransposon	Copia	Ale	complete	5614	164		
LTR_retrotransposon	Copia	Ale	complete	5615	165		
LTR_retrotransposon	Copia	Ale	complete	5616	182		
LTR_retrotransposon	Copia	Ale	complete	5616	289		
LTR_retrotransposon	Copia	Ale	complete	5618	485		
LTR_retrotransposon	Copia	Ale	complete	5618	419		
LTR_retrotransposon	Copia	Ale	complete	5618	165		
LTR_retrotransposon	Copia	Ale	complete	5620	332		
LTR_retrotransposon	Copia	Ale	complete	5620	157		
LTR_retrotransposon	Copia	Ale	complete	5620	285		
LTR_retrotransposon	Copia	Ale	complete	5620	279		
LTR_retrotransposon	Copia	Ale	complete	5621	367		
LTR_retrotransposon	Copia	Ale	complete	5622	319		
LTR_retrotransposon	Copia	Ale	complete	5622	157		
LTR_retrotransposon	Copia	Ale	complete	5624	163		
LTR_retrotransposon	Copia	Ale	complete	5624	147		
LTR_retrotransposon	Copia	Ale	complete	5625	305		
LTR_retrotransposon	Copia	Ale	complete	5625	420		
LTR_retrotransposon	Copia	Ale	complete	5625	170		
LTR_retrotransposon	Copia	Ale	complete	5625	289		
LTR_retrotransposon	Copia	Ale	complete	5626	379		
LTR_retrotransposon	Copia	Ale	complete	5626	420		
LTR_retrotransposon	Copia	Ale	complete	5627	266		
LTR_retrotransposon	Copia	Ale	complete	5628	237		
LTR_retrotransposon	Copia	Ale	complete	5628	306		
LTR_retrotransposon	Copia	Ale	complete	5630	170		
LTR_retrotransposon	Copia	Ale	complete	5631	325		
LTR_retrotransposon	Copia	Ale	complete	5631	422		
LTR_retrotransposon	Copia	Ale	complete	5633	367		
LTR_retrotransposon	Copia	Ale	complete	5633	418		
LTR_retrotransposon	Copia	Ale	complete	5634	326		
LTR_retrotransposon	Copia	Ale	complete	5634	319		
LTR_retrotransposon	Copia	Ale	complete	5634	420		
LTR_retrotransposon	Copia	Ale	complete	5634	274		
LTR_retrotransposon	Copia	Ale	complete	5634	418		
LTR_retrotransposon	Copia	Ale	complete	5635	482		
LTR_retrotransposon	Copia	Ale	complete	5635	310		
LTR_retrotransposon	Copia	Ale	complete	5635	525		
LTR_retrotransposon	Copia	Ale	complete	5636	256		
LTR_retrotransposon	Copia	Ale	complete	5636	420		
LTR_retrotransposon	Copia	Ale	complete	5636	350		
LTR_retrotransposon	Copia	Ale	complete	5637	525		
LTR_retrotransposon	Copia	Ale	complete	5637	165		
LTR_retrotransposon	Copia	Ale	complete	5637	331		
LTR_retrotransposon	Copia	Ale	complete	5637	263		
LTR_retrotransposon	Copia	Ale	complete	5637	232		
LTR_retrotransposon	Copia	Ale	complete	5638	166		
LTR_retrotransposon	Copia	Ale	complete	5638	170		
LTR_retrotransposon	Copia	Ale	complete	5638	232		
LTR_retrotransposon	Copia	Ale	complete	5638	279		
LTR_retrotransposon	Copia	Ale	complete	5638	248		
LTR_retrotransposon	Copia	Ale	complete	5638	290		
LTR_retrotransposon	Copia	Ale	complete	5639	236		
LTR_retrotransposon	Copia	Ale	complete	5639	420		
LTR_retrotransposon	Copia	Ale	complete	5639	318		
LTR_retrotransposon	Copia	Ale	complete	5639	171		
LTR_retrotransposon	Copia	Ale	complete	5639	172		
LTR_retrotransposon	Copia	Ale	complete	5640	155		
LTR_retrotransposon	Copia	Ale	complete	5640	358		
LTR_retrotransposon	Copia	Ale	complete	5641	241		
LTR_retrotransposon	Copia	Ale	complete	5642	263		
LTR_retrotransposon	Copia	Ale	complete	5642	278		
LTR_retrotransposon	Copia	Ale	complete	5642	278		
LTR_retrotransposon	Copia	Ale	complete	5642	279		
LTR_retrotransposon	Copia	Ale	complete	5642	282		
LTR_retrotransposon	Copia	Ale	complete	5644	284		
LTR_retrotransposon	Copia	Ale	complete	5644	285		
LTR_retrotransposon	Copia	Ale	complete	5644	286		
LTR_retrotransposon	Copia	Ale	complete	5644	286		
LTR_retrotransposon	Copia	Ale	complete	5644	278		
LTR_retrotransposon	Copia	Ale	complete	5644	279		
LTR_retrotransposon	Copia	Ale	complete	5645	289		
LTR_retrotransposon	Copia	Ale	complete	5645	291		
LTR_retrotransposon	Copia	Ale	complete	5646	291		
LTR_retrotransposon	Copia	Ale	complete	5646	316		
LTR_retrotransposon	Copia	Ale	complete	5646	316		
LTR_retrotransposon	Copia	Ale	complete	5646	316		
LTR_retrotransposon	Copia	Ale	complete	5646	318		
LTR_retrotransposon	Copia	Ale	complete	5646	324		
LTR_retrotransposon	Copia	Ale	complete	5646	324		
LTR_retrotransposon	Copia	Ale	complete	5646	329		
LTR_retrotransposon	Copia	Ale	complete	5647	208		
LTR_retrotransposon	Copia	Ale	complete	5647	311		
LTR_retrotransposon	Copia	Ale	complete	5648	312		
LTR_retrotransposon	Copia	Ale	complete	5648	170		
LTR_retrotransposon	Copia	Ale	complete	5648	170		
LTR_retrotransposon	Copia	Ale	complete	5648	288		
LTR_retrotransposon	Copia	Ale	complete	5648	288		
LTR_retrotransposon	Copia	Ale	complete	5649	289		
LTR_retrotransposon	Copia	Ale	complete	5649	315		
LTR_retrotransposon	Copia	Ale	complete	5649	315		
LTR_retrotransposon	Copia	Ale	complete	5650	316		
LTR_retrotransposon	Copia	Ale	complete	5656	317		
LTR_retrotransposon	Copia	Ale	complete	5658	317		
LTR_retrotransposon	Copia	Ale	complete	5659	318		
LTR_retrotransposon	Copia	Ale	complete	5659	317		
LTR_retrotransposon	Copia	Ale	complete	5659	319		
LTR_retrotransposon	Copia	Ale	complete	5659	318		
LTR_retrotransposon	Copia	Ale	complete	5662	311		
LTR_retrotransposon	Copia	Ale	complete	5665	318		
LTR_retrotransposon	Copia	Ale	complete	5665	320		
LTR_retrotransposon	Copia	Ale	complete	5667	327		
LTR_retrotransposon	Copia	Ale	complete	5667	357		
LTR_retrotransposon	Copia	Ale	complete	5668	361		
LTR_retrotransposon	Copia	Ale	complete	5671	361		
LTR_retrotransposon	Copia	Ale	complete	5671	132		
LTR_retrotransposon	Copia	Ale	complete	5676	150		
LTR_retrotransposon	Copia	Ale	complete	5676	159		
LTR_retrotransposon	Copia	Ale	complete	5680	160		
LTR_retrotransposon	Copia	Ale	complete	5680	161		
LTR_retrotransposon	Copia	Ale	complete	5682	172		
LTR_retrotransposon	Copia	Ale	complete	5684	250		
LTR_retrotransposon	Copia	Ale	complete	5686	260		
LTR_retrotransposon	Copia	Ale	complete	5686	271		
LTR_retrotransposon	Copia	Ale	complete	5687	278		
LTR_retrotransposon	Copia	Ale	complete	5687	278		
LTR_retrotransposon	Copia	Ale	complete	5687	299		
LTR_retrotransposon	Copia	Ale	complete	5687	356		
LTR_retrotransposon	Copia	Ale	complete	5687	229		
LTR_retrotransposon	Copia	Ale	complete	5687	213		
LTR_retrotransposon	Copia	Ale	complete	5687	234		
LTR_retrotransposon	Copia	Ale	complete	5687	247		
LTR_retrotransposon	Copia	Ale	complete	5687	248		
LTR_retrotransposon	Copia	Ale	complete	5687	250		
LTR_retrotransposon	Copia	Ale	complete	5687	270		
LTR_retrotransposon	Copia	Ale	complete	5688	283		
LTR_retrotransposon	Copia	Ale	complete	5689	361		
LTR_retrotransposon	Copia	Ale	complete	5696	373		
LTR_retrotransposon	Copia	Ale	complete	5697	374		
LTR_retrotransposon	Copia	Ale	complete	5703	374		
LTR_retrotransposon	Copia	Ale	complete	5704	106		
LTR_retrotransposon	Copia	Ale	complete	5704	318		
LTR_retrotransposon	Copia	Ale	complete	5706	287		
LTR_retrotransposon	Copia	Ale	complete	5722	137		
LTR_retrotransposon	Copia	Ale	complete	5727	137		
LTR_retrotransposon	Copia	Ale	complete	5734	162		
LTR_retrotransposon	Copia	Ale	complete	5756	162		
LTR_retrotransposon	Copia	Ale	complete	5771	172		
LTR_retrotransposon	Copia	Ale	complete	5776	211		
LTR_retrotransposon	Copia	Ale	complete	5779	225		
LTR_retrotransposon	Copia	Ale	complete	5783	260		
LTR_retrotransposon	Copia	Ale	complete	5789	275		
LTR_retrotransposon	Copia	Ale	complete	5791	275		
LTR_retrotransposon	Copia	Ale	complete	5826	275		
LTR_retrotransposon	Copia	Ale	complete	5858	276		
LTR_retrotransposon	Copia	Ale	complete	5860	277		
LTR_retrotransposon	Copia	Ale	complete	5872	277		
LTR_retrotransposon	Copia	Ale	complete	5876	277		
LTR_retrotransposon	Copia	Ale	complete	5877	277		
LTR_retrotransposon	Copia	Ale	complete	5913	277		
LTR_retrotransposon	Copia	Ale	complete	5926	277		
LTR_retrotransposon	Copia	Ale	complete	5929	278		
LTR_retrotransposon	Copia	Ale	complete	5931	278		
LTR_retrotransposon	Copia	Ale	complete	5931	278		
LTR_retrotransposon	Copia	Ale	complete	5963	278		
LTR_retrotransposon	Copia	Ale	complete	6036	278		
LTR_retrotransposon	Copia	Ale	complete	6038	278		
LTR_retrotransposon	Copia	Ale	complete	6053	285		
LTR_retrotransposon	Copia	Ale	complete	6083	298		
LTR_retrotransposon	Copia	Ale	complete	6109	299		
LTR_retrotransposon	Copia	Ale	complete	6127	299		
LTR_retrotransposon	Copia	Ale	complete	6164	299		
LTR_retrotransposon	Copia	Ale	complete	6171	300		
LTR_retrotransposon	Copia	Ale	complete	6191	300		
LTR_retrotransposon	Copia	Ale	complete	6217	299		
LTR_retrotransposon	Copia	Ale	complete	6339	215		
LTR_retrotransposon	Copia	Ale	complete	6390	294		
LTR_retrotransposon	Copia	Ale	complete	6433	160		
LTR_retrotransposon	Copia	Ale	complete	6984	161		
LTR_retrotransposon	Copia	Alesia	complete	5205	416		
LTR_retrotransposon	Copia	Alesia	complete	5172	400		
LTR_retrotransposon	Copia	Alesia	complete	5180	413		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5198	414		
LTR_retrotransposon	Copia	Alesia	complete	5202	415		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5204	416		
LTR_retrotransposon	Copia	Alesia	complete	5060	353		
LTR_retrotransposon	Copia	Alesia	complete	5225	432		
LTR_retrotransposon	Copia	Alesia	complete	5175	409		
LTR_retrotransposon	Copia	Alesia	complete	5069	346		
LTR_retrotransposon	Copia	Alesia	complete	5189	423		
LTR_retrotransposon	Copia	Alesia	complete	5075	360		
LTR_retrotransposon	Copia	Alesia	complete	5230	438		
LTR_retrotransposon	Copia	Alesia	complete	5189	416		
LTR_retrotransposon	Copia	Alesia	complete	5273	458		
LTR_retrotransposon	Copia	Alesia	complete	5181	416		
LTR_retrotransposon	Copia	Alesia	complete	5188	408		
LTR_retrotransposon	Copia	Alesia	complete	5139	389		
LTR_retrotransposon	Copia	Alesia	complete	5171	411		
LTR_retrotransposon	Copia	Alesia	complete	5082	363		
LTR_retrotransposon	Copia	Alesia	complete	5231	435		
LTR_retrotransposon	Copia	Alesia	complete	5217	420		
LTR_retrotransposon	Copia	Alesia	complete	5189	416		
LTR_retrotransposon	Copia	Alesia	complete	5122	383		
LTR_retrotransposon	Copia	Alesia	complete	5331	488		
LTR_retrotransposon	Copia	Alesia	complete	5264	456		
LTR_retrotransposon	Copia	Alesia	complete	5105	368		
LTR_retrotransposon	Copia	Alesia	complete	5075	359		
LTR_retrotransposon	Copia	Alesia	complete	5119	377		
LTR_retrotransposon	Copia	Alesia	complete	5206	424		
LTR_retrotransposon	Copia	Alesia	complete	5063	391		
LTR_retrotransposon	Copia	Alesia	complete	5135	421		
LTR_retrotransposon	Copia	Alesia	complete	5208	441		
LTR_retrotransposon	Copia	Alesia	complete	5236	436		
LTR_retrotransposon	Copia	Alesia	complete	5177	411		
LTR_retrotransposon	Copia	Alesia	complete	5118	376		
LTR_retrotransposon	Copia	Alesia	complete	5145	417		
LTR_retrotransposon	Copia	Alesia	complete	5145	417		
LTR_retrotransposon	Copia	Alesia	complete	5225	430		
LTR_retrotransposon	Copia	Alesia	complete	5211	435		
LTR_retrotransposon	Copia	Alesia	complete	5168	437		
LTR_retrotransposon	Copia	Alesia	complete	5161	403		
LTR_retrotransposon	Copia	Alesia	complete	5205	421		
LTR_retrotransposon	Copia	Alesia	complete	5220	432		
LTR_retrotransposon	Copia	Alesia	complete	5215	429		
LTR_retrotransposon	Copia	Alesia	complete	5229	427		
LTR_retrotransposon	Copia	Alesia	complete	5131	412		
LTR_retrotransposon	Copia	Alesia	complete	5114	385		
LTR_retrotransposon	Copia	Alesia	complete	5209	427		
LTR_retrotransposon	Copia	Alesia	complete	5193	418		
LTR_retrotransposon	Copia	Alesia	complete	4794	398		
LTR_retrotransposon	Copia	Alesia	complete	5147	395		
LTR_retrotransposon	Copia	Alesia	complete	5140	408		
LTR_retrotransposon	Copia	Alesia	complete	5171	404		
LTR_retrotransposon	Copia	Alesia	complete	5119	379		
LTR_retrotransposon	Copia	Alesia	complete	5205	423		
LTR_retrotransposon	Copia	Alesia	complete	5199	420		
LTR_retrotransposon	Copia	Alesia	complete	4986	314		
LTR_retrotransposon	Copia	Alesia	complete	4991	317		
LTR_retrotransposon	Copia	Alesia	complete	5161	402		
LTR_retrotransposon	Copia	Alesia	complete	5162	403		
LTR_retrotransposon	Copia	Alesia	complete	5115	396		
LTR_retrotransposon	Copia	Alesia	complete	5167	405		
LTR_retrotransposon	Copia	Alesia	complete	5190	416		
LTR_retrotransposon	Copia	Alesia	complete	5000	384		
LTR_retrotransposon	Copia	Alesia	complete	5168	406		
LTR_retrotransposon	Copia	Alesia	complete	5182	410		
LTR_retrotransposon	Copia	Alesia	complete	5086	365		
LTR_retrotransposon	Copia	Alesia	complete	5164	403		
LTR_retrotransposon	Copia	Alesia	complete	5156	399		
LTR_retrotransposon	Copia	Alesia	complete	5180	411		
LTR_retrotransposon	Copia	Alesia	complete	5134	387		
LTR_retrotransposon	Copia	Alesia	complete	4947	311		
LTR_retrotransposon	Copia	Alesia	complete	5211	426		
LTR_retrotransposon	Copia	Alesia	complete	5154	399		
LTR_retrotransposon	Copia	Alesia	complete	5287	449		
LTR_retrotransposon	Copia	Alesia	complete	5290	451		
LTR_retrotransposon	Copia	Alesia	complete	5290	451		
LTR_retrotransposon	Copia	Alesia	complete	5285	449		
LTR_retrotransposon	Copia	Alesia	complete	5294	455		
LTR_retrotransposon	Copia	Alesia	complete	4979	308		
LTR_retrotransposon	Copia	Alesia	complete	5202	431		
LTR_retrotransposon	Copia	Alesia	complete	4979	308		
LTR_retrotransposon	Copia	Alesia	complete	4923	280		
LTR_retrotransposon	Copia	Alesia	complete	4977	308		
LTR_retrotransposon	Copia	Alesia	complete	5241	435		
LTR_retrotransposon	Copia	Alesia	complete	5272	461		
LTR_retrotransposon	Copia	Alesia	complete	5270	456		
LTR_retrotransposon	Copia	Alesia	complete	5153	400		
LTR_retrotransposon	Copia	Alesia	complete	5221	432		
LTR_retrotransposon	Copia	Alesia	complete	5168	413		
LTR_retrotransposon	Copia	Alesia	complete	5223	438		
LTR_retrotransposon	Copia	Alesia	complete	5200	456		
LTR_retrotransposon	Copia	Alesia	complete	5140	407		
LTR_retrotransposon	Copia	Alesia	complete	5215	428		
LTR_retrotransposon	Copia	Alesia	complete	5231	437		
LTR_retrotransposon	Copia	Alesia	complete	5173	442		
LTR_retrotransposon	Copia	Alesia	complete	5234	453		
LTR_retrotransposon	Copia	Alesia	complete	5168	430		
LTR_retrotransposon	Copia	Alesia	complete	5197	417		
LTR_retrotransposon	Copia	Alesia	complete	5257	449		
LTR_retrotransposon	Copia	Alesia	complete	5272	452		
LTR_retrotransposon	Copia	Alesia	complete	5269	451		
LTR_retrotransposon	Copia	Alesia	complete	5214	423		
LTR_retrotransposon	Copia	Alesia	complete	5220	423		
LTR_retrotransposon	Copia	Alesia	complete	5303	468		
LTR_retrotransposon	Copia	Alesia	complete	5174	412		
LTR_retrotransposon	Copia	Alesia	complete	5188	411		
LTR_retrotransposon	Copia	Alesia	complete	5127	381		
LTR_retrotransposon	Copia	Alesia	complete	5187	411		
LTR_retrotransposon	Copia	Alesia	complete	5180	421		
LTR_retrotransposon	Copia	Alesia	complete	5185	412		
LTR_retrotransposon	Copia	Alesia	complete	5155	395		
LTR_retrotransposon	Copia	Alesia	complete	5215	426		
LTR_retrotransposon	Copia	Alesia	complete	5119	377		
LTR_retrotransposon	Copia	Alesia	complete	5248	443		
LTR_retrotransposon	Copia	Alesia	complete	5195	416		
LTR_retrotransposon	Copia	Alesia	complete	5233	434		
LTR_retrotransposon	Copia	Alesia	complete	5158	398		
LTR_retrotransposon	Copia	Alesia	complete	5196	416		
LTR_retrotransposon	Copia	Alesia	complete	5265	457		
LTR_retrotransposon	Copia	Alesia	complete	5189	475		
LTR_retrotransposon	Copia	Alesia	complete	5207	422		
LTR_retrotransposon	Copia	Alesia	complete	5084	392		
LTR_retrotransposon	Copia	Alesia	complete	5196	416		
LTR_retrotransposon	Copia	Alesia	complete	5273	454		
LTR_retrotransposon	Copia	Alesia	complete	5155	434		
LTR_retrotransposon	Copia	Alesia	complete	5201	420		
LTR_retrotransposon	Copia	Alesia	complete	5245	444		
LTR_retrotransposon	Copia	Alesia	complete	5223	430		
LTR_retrotransposon	Copia	Alesia	complete	5239	439		
LTR_retrotransposon	Copia	Alesia	complete	5069	443		
LTR_retrotransposon	Copia	Alesia	complete	5234	443		
LTR_retrotransposon	Copia	Alesia	complete	5247	439		
LTR_retrotransposon	Copia	Alesia	complete	5230	434		
LTR_retrotransposon	Copia	Alesia	complete	5046	410		
LTR_retrotransposon	Copia	Alesia	complete	5237	448		
LTR_retrotransposon	Copia	Alesia	complete	5263	448		
LTR_retrotransposon	Copia	Alesia	complete	5265	448		
LTR_retrotransposon	Copia	Alesia	complete	5202	416		
LTR_retrotransposon	Copia	Alesia	complete	5193	416		
LTR_retrotransposon	Copia	Alesia	complete	5173	405		
LTR_retrotransposon	Copia	Alesia	complete	5205	419		
LTR_retrotransposon	Copia	Alesia	complete	5244	436		
LTR_retrotransposon	Copia	Alesia	complete	5161	395		
LTR_retrotransposon	Copia	Alesia	complete	5229	431		
LTR_retrotransposon	Copia	Alesia	complete	5179	406		
LTR_retrotransposon	Copia	Alesia	complete	5252	441		
LTR_retrotransposon	Copia	Alesia	complete	5214	428		
LTR_retrotransposon	Copia	Alesia	complete	5147	394		
LTR_retrotransposon	Copia	Alesia	complete	5238	434		
LTR_retrotransposon	Copia	Alesia	complete	5177	408		
LTR_retrotransposon	Copia	Alesia	complete	5214	425		
LTR_retrotransposon	Copia	Alesia	complete	5175	402		
LTR_retrotransposon	Copia	Alesia	complete	5257	444		
LTR_retrotransposon	Copia	Alesia	complete	5176	413		
LTR_retrotransposon	Copia	Alesia	complete	5174	407		
LTR_retrotransposon	Copia	Angela	complete	9293	1824		
LTR_retrotransposon	Copia	Angela	complete	9293	1825		
LTR_retrotransposon	Copia	Angela	complete	9293	1825		
LTR_retrotransposon	Copia	Angela	complete	9490	1895		
LTR_retrotransposon	Copia	Angela	complete	9460	1803		
LTR_retrotransposon	Copia	Angela	complete	9453	1802		
LTR_retrotransposon	Copia	Angela	complete	9449	1801		
LTR_retrotransposon	Copia	Angela	complete	9454	1803		
LTR_retrotransposon	Copia	Angela	complete	9380	1802		
LTR_retrotransposon	Copia	Angela	complete	9377	1799		
LTR_retrotransposon	Copia	Angela	complete	9457	1802		
LTR_retrotransposon	Copia	Angela	complete	9452	1803		
LTR_retrotransposon	Copia	Angela	complete	9444	1802		
LTR_retrotransposon	Copia	Angela	complete	9304	1791		
LTR_retrotransposon	Copia	Angela	complete	9457	1803		
LTR_retrotransposon	Copia	Angela	complete	9457	1805		
LTR_retrotransposon	Copia	Angela	complete	9370	1777		
LTR_retrotransposon	Copia	Angela	complete	9841	2034		
LTR_retrotransposon	Copia	Angela	complete	9841	2034		
LTR_retrotransposon	Copia	Angela	complete	9849	2035		
LTR_retrotransposon	Copia	Angela	complete	9844	2032		
LTR_retrotransposon	Copia	Angela	complete	9848	2032		
LTR_retrotransposon	Copia	Angela	complete	9853	2031		
LTR_retrotransposon	Copia	Angela	complete	9783	2031		
LTR_retrotransposon	Copia	Angela	complete	9867	2028		
LTR_retrotransposon	Copia	Angela	complete	9847	2032		
LTR_retrotransposon	Copia	Angela	complete	9205	2030		
LTR_retrotransposon	Copia	Angela	complete	9858	2036		
LTR_retrotransposon	Copia	Angela	complete	9853	2033		
LTR_retrotransposon	Copia	Angela	complete	9850	2031		
LTR_retrotransposon	Copia	Angela	complete	9840	2031		
LTR_retrotransposon	Copia	Angela	complete	9851	2031		
LTR_retrotransposon	Copia	Angela	complete	9835	2031		
LTR_retrotransposon	Copia	Angela	complete	9376	1780		
LTR_retrotransposon	Copia	Angela	complete	9849	2032		
LTR_retrotransposon	Copia	Angela	complete	9838	2029		
LTR_retrotransposon	Copia	Angela	complete	9281	1779		
LTR_retrotransposon	Copia	Angela	complete	9867	2031		
LTR_retrotransposon	Copia	Angela	complete	8911	1572		
LTR_retrotransposon	Copia	Angela	complete	10072	2033		
LTR_retrotransposon	Copia	Angela	complete	9369	1779		
LTR_retrotransposon	Copia	Angela	complete	9850	2033		
LTR_retrotransposon	Copia	Angela	complete	9842	2031		
LTR_retrotransposon	Copia	Angela	complete	9856	2032		
LTR_retrotransposon	Copia	Angela	complete	9867	2033		
LTR_retrotransposon	Copia	Angela	complete	9901	2032		
LTR_retrotransposon	Copia	Angela	complete	9848	2032		
LTR_retrotransposon	Copia	Angela	complete	9834	2031		
LTR_retrotransposon	Copia	Angela	complete	9854	2033		
LTR_retrotransposon	Copia	Angela	complete	9833	2030		
LTR_retrotransposon	Copia	Angela	complete	9854	2032		
LTR_retrotransposon	Copia	Angela	complete	9846	2032		
LTR_retrotransposon	Copia	Angela	complete	9849	2032		
LTR_retrotransposon	Copia	Angela	complete	9845	2031		
LTR_retrotransposon	Copia	Angela	complete	9855	2034		
LTR_retrotransposon	Copia	Angela	complete	9847	2031		
LTR_retrotransposon	Copia	Angela	complete	9848	2032		
LTR_retrotransposon	Copia	Angela	complete	9916	1769		
LTR_retrotransposon	Copia	Angela	complete	9886	1754		
LTR_retrotransposon	Copia	Angela	complete	9872	1749		
LTR_retrotransposon	Copia	Angela	complete	9886	1753		
LTR_retrotransposon	Copia	Angela	complete	9884	1754		
LTR_retrotransposon	Copia	Angela	complete	9904	1764		
LTR_retrotransposon	Copia	Angela	complete	9916	1769		
LTR_retrotransposon	Copia	Angela	complete	8836	1793		
LTR_retrotransposon	Copia	Angela	complete	9307	1793		
LTR_retrotransposon	Copia	Angela	complete	9364	1793		
LTR_retrotransposon	Copia	Angela	complete	9438	1794		
LTR_retrotransposon	Copia	Angela	complete	9402	1793		
LTR_retrotransposon	Copia	Angela	complete	9447	1797		
LTR_retrotransposon	Copia	Angela	complete	9016	1792		
LTR_retrotransposon	Copia	Angela	complete	9360	1792		
LTR_retrotransposon	Copia	Angela	complete	9439	1791		
LTR_retrotransposon	Copia	Angela	complete	9444	1792		
LTR_retrotransposon	Copia	Angela	complete	9307	1791		
LTR_retrotransposon	Copia	Angela	complete	9367	1797		
LTR_retrotransposon	Copia	Angela	complete	9349	1792		
LTR_retrotransposon	Copia	Angela	complete	8749	1458		
LTR_retrotransposon	Copia	Angela	complete	9289	1823		
LTR_retrotransposon	Copia	Angela	complete	9534	1819		
LTR_retrotransposon	Copia	Angela	complete	9530	1817		
LTR_retrotransposon	Copia	Angela	complete	9502	1825		
LTR_retrotransposon	Copia	Angela	complete	9709	1812		
LTR_retrotransposon	Copia	Angela	complete	9980	1814		
LTR_retrotransposon	Copia	Angela	complete	9529	1819		
LTR_retrotransposon	Copia	Angela	complete	9975	1814		
LTR_retrotransposon	Copia	Angela	complete	9533	1819		
LTR_retrotransposon	Copia	Angela	complete	9533	1819		
LTR_retrotransposon	Copia	Angela	complete	9501	1825		
LTR_retrotransposon	Copia	Angela	complete	9290	1824		
LTR_retrotransposon	Copia	Angela	complete	9530	1820		
LTR_retrotransposon	Copia	Angela	complete	9535	1820		
LTR_retrotransposon	Copia	Angela	complete	9536	1820		
LTR_retrotransposon	Copia	Angela	complete	9810	2095		
LTR_retrotransposon	Copia	Angela	complete	9522	1813		
LTR_retrotransposon	Copia	Angela	complete	9288	1823		
LTR_retrotransposon	Copia	Angela	complete	9292	1825		
LTR_retrotransposon	Copia	Angela	complete	9990	1815		
LTR_retrotransposon	Copia	Angela	complete	9302	1824		
LTR_retrotransposon	Copia	Angela	complete	9532	1818		
LTR_retrotransposon	Copia	Angela	complete	9729	1812		
LTR_retrotransposon	Copia	Angela	complete	9449	1794		
LTR_retrotransposon	Copia	Angela	complete	9899	1779		
LTR_retrotransposon	Copia	Angela	complete	10854	1770		
LTR_retrotransposon	Copia	Angela	complete	9922	1780		
LTR_retrotransposon	Copia	Angela	complete	9423	1791		
LTR_retrotransposon	Copia	Angela	complete	9866	1753		
LTR_retrotransposon	Copia	Angela	complete	9907	1776		
LTR_retrotransposon	Copia	Angela	complete	9907	1776		
LTR_retrotransposon	Copia	Angela	complete	9421	1790		
LTR_retrotransposon	Copia	Angela	complete	9421	1790		
LTR_retrotransposon	Copia	Angela	complete	9433	1796		
LTR_retrotransposon	Copia	Angela	complete	9897	1773		
LTR_retrotransposon	Copia	Angela	complete	9852	1750		
