element_group	superfamily	lineage	structural_status	element_length_bp	ltr_length_bp	ltr1_length_bp	ltr2_length_bp
LTR_retrotransposon	Copia	Ikeros	incomplete	7552	473		
LTR_retrotransposon	Copia	Ikeros	incomplete	8301	2518		
LTR_retrotransposon	Copia	Ikeros	incomplete	5896	419		
LTR_retrotransposon	Copia	Ikeros	incomplete	7944	744		
LTR_retrotransposon	Copia	Ikeros	incomplete	8426	1239		
LTR_retrotransposon	Copia	Ikeros	incomplete	4131	433		
LTR_retrotransposon	Copia	Ikeros	incomplete	7359	494		
LTR_retrotransposon	Copia	Ikeros	incomplete	5116	663		
LTR_retrotransposon	Copia	Ikeros	incomplete	5840	666		
LTR_retrotransposon	Copia	Ikeros	incomplete	5883	675		
LTR_retrotransposon	Copia	Ikeros	incomplete	7040	396		
LTR_retrotransposon	Copia	Ikeros	incomplete	7100	344		
LTR_retrotransposon	Copia	Ikeros	incomplete	6409	466		
LTR_retrotransposon	Copia	Ikeros	incomplete	7439	413		
LTR_retrotransposon	Copia	Ikeros	incomplete	5931	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	6278	368		
LTR_retrotransposon	Copia	Ikeros	incomplete	8029	1925		
LTR_retrotransposon	Copia	Ikeros	incomplete	7102	509		
LTR_retrotransposon	Copia	Ikeros	incomplete	5917	530		
LTR_retrotransposon	Copia	Ikeros	incomplete	6462	433		
LTR_retrotransposon	Copia	Ikeros	incomplete	6361	409		
LTR_retrotransposon	Copia	Ikeros	incomplete	5970	723		
LTR_retrotransposon	Copia	Ikeros	incomplete	7654	2447		
LTR_retrotransposon	Copia	Ikeros	incomplete	4203	1195		
LTR_retrotransposon	Copia	Ikeros	incomplete	7795	674		
LTR_retrotransposon	Copia	Ikeros	incomplete	5988	525		
LTR_retrotransposon	Copia	Ikeros	incomplete	7726	601		
LTR_retrotransposon	Copia	Ikeros	incomplete	6748	344		
LTR_retrotransposon	Copia	Ikeros	incomplete	7535	479		
LTR_retrotransposon	Copia	Ikeros	incomplete	7555	479		
LTR_retrotransposon	Copia	Ikeros	incomplete	7487	453		
LTR_retrotransposon	Copia	Ikeros	incomplete	8511	688		
LTR_retrotransposon	Copia	Ikeros	incomplete	7159	344		
LTR_retrotransposon	Copia	Ikeros	incomplete	7183	396		
LTR_retrotransposon	Copia	Ikeros	incomplete	7493	588		
LTR_retrotransposon	Copia	Ikeros	incomplete	5802	406		
LTR_retrotransposon	Copia	Ikeros	incomplete	4971	412		
LTR_retrotransposon	Copia	Ikeros	incomplete	7929	1575		
LTR_retrotransposon	Copia	Ikeros	incomplete	7920	1575		
LTR_retrotransposon	Copia	Ikeros	incomplete	6156	331		
LTR_retrotransposon	Copia	Ikeros	incomplete	6322	390		
LTR_retrotransposon	Copia	Ikeros	incomplete	6576	338		
LTR_retrotransposon	Copia	Ikeros	incomplete	6362	404		
LTR_retrotransposon	Copia	Ikeros	incomplete	6211	485		
LTR_retrotransposon	Copia	Ikeros	incomplete	6042	415		
LTR_retrotransposon	Copia	Ikeros	incomplete	5910	427		
LTR_retrotransposon	Copia	Ikeros	incomplete	7470	439		
LTR_retrotransposon	Copia	Ikeros	incomplete	7423	554		
LTR_retrotransposon	Copia	Ikeros	incomplete	5446	568		
LTR_retrotransposon	Copia	Ikeros	incomplete	7402	414		
LTR_retrotransposon	Copia	Ikeros	incomplete	6784	1568		
LTR_retrotransposon	Copia	Ikeros	incomplete	8990	1923		
LTR_retrotransposon	Copia	Ikeros	incomplete	9558	1503		
LTR_retrotransposon	Copia	Ikeros	incomplete	5426	1063		
LTR_retrotransposon	Copia	Ikeros	incomplete	5941	720		
LTR_retrotransposon	Copia	Ikeros	incomplete	5850	662		
LTR_retrotransposon	Copia	Ikeros	incomplete	6519	413		
LTR_retrotransposon	Copia	Ikeros	incomplete	7591	383		
LTR_retrotransposon	Copia	Ikeros	incomplete	7618	500		
LTR_retrotransposon	Copia	Ikeros	incomplete	8107	1054		
LTR_retrotransposon	Copia	Ikeros	incomplete	6242	395		
LTR_retrotransposon	Copia	Ikeros	incomplete	6389	412		
LTR_retrotransposon	Copia	Ikeros	incomplete	6259	368		
LTR_retrotransposon	Copia	Ikeros	incomplete	10544	3087		
LTR_retrotransposon	Copia	Ikeros	incomplete	5944	605		
LTR_retrotransposon	Copia	Ikeros	incomplete	4961	333		
LTR_retrotransposon	Copia	Ikeros	incomplete	11646	901		
LTR_retrotransposon	Copia	Ikeros	incomplete	5968	723		
LTR_retrotransposon	Copia	Ikeros	incomplete	8020	857		
LTR_retrotransposon	Copia	Ikeros	incomplete	6748	344		
LTR_retrotransposon	Copia	Ikeros	incomplete	6440	567		
LTR_retrotransposon	Copia	Ikeros	incomplete	7783	625		
LTR_retrotransposon	Copia	Ikeros	incomplete	6512	580		
LTR_retrotransposon	Copia	Ikeros	incomplete	7644	339		
LTR_retrotransposon	Copia	Ikeros	incomplete	6207	420		
LTR_retrotransposon	Copia	Ikeros	incomplete	5610	406		
LTR_retrotransposon	Copia	Ikeros	incomplete	5939	402		
LTR_retrotransposon	Copia	Ikeros	incomplete	7128	453		
LTR_retrotransposon	Copia	Ikeros	incomplete	8029	836		
LTR_retrotransposon	Copia	Ikeros	incomplete	6011	324		
LTR_retrotransposon	Copia	Ikeros	incomplete	7067	592		
LTR_retrotransposon	Copia	Ikeros	incomplete	6004	796		
LTR_retrotransposon	Copia	Ikeros	incomplete	7707	573		
LTR_retrotransposon	Copia	Ikeros	incomplete	7565	386		
LTR_retrotransposon	Copia	Ikeros	incomplete	6183	321		
LTR_retrotransposon	Copia	Ikeros	incomplete	7369	503		
LTR_retrotransposon	Copia	Ikeros	incomplete	7324	459		
LTR_retrotransposon	Copia	Ikeros	incomplete	6193	544		
LTR_retrotransposon	Copia	Ikeros	incomplete	6186	322		
LTR_retrotransposon	Copia	Ikeros	incomplete	5827	623		
LTR_retrotransposon	Copia	Ikeros	incomplete	7299	2000		
LTR_retrotransposon	Copia	Ikeros	incomplete	7725	593		
LTR_retrotransposon	Copia	Ikeros	incomplete	6013	489		
LTR_retrotransposon	Copia	Ikeros	incomplete	6702	406		
LTR_retrotransposon	Copia	Ikeros	incomplete	6133	448		
LTR_retrotransposon	Copia	Ikeros	incomplete	6166	369		
LTR_retrotransposon	Copia	Ikeros	incomplete	5702	519		
LTR_retrotransposon	Copia	Ikeros	incomplete	7633	2456		
LTR_retrotransposon	Copia	Ikeros	incomplete	7085	361		
LTR_retrotransposon	Copia	Ikeros	incomplete	5462	305		
LTR_retrotransposon	Copia	Ikeros	incomplete	6506	542		
LTR_retrotransposon	Copia	Ikeros	incomplete	6163	306		
LTR_retrotransposon	Copia	Ikeros	incomplete	7572	569		
LTR_retrotransposon	Copia	Ikeros	incomplete	6997	400		
LTR_retrotransposon	Copia	Ikeros	incomplete	3056	938		
LTR_retrotransposon	Copia	Ikeros	incomplete	6219	337		
LTR_retrotransposon	Copia	Ikeros	incomplete	6337	638		
LTR_retrotransposon	Copia	Ikeros	incomplete	4752	470		
LTR_retrotransposon	Copia	Ikeros	incomplete	6816	400		
LTR_retrotransposon	Copia	Ikeros	incomplete	7610	2437		
LTR_retrotransposon	Copia	Ikeros	incomplete	7590	302		
LTR_retrotransposon	Copia	Ikeros	incomplete	8049	428		
LTR_retrotransposon	Copia	Ikeros	incomplete	5937	720		
LTR_retrotransposon	Copia	Ikeros	incomplete	6304	389		
LTR_retrotransposon	Copia	Ikeros	incomplete	7346	519		
LTR_retrotransposon	Copia	Ikeros	incomplete	5833	629		
LTR_retrotransposon	Copia	Ikeros	incomplete	7760	617		
LTR_retrotransposon	Copia	Ikeros	incomplete	7620	581		
LTR_retrotransposon	Copia	Ikeros	incomplete	7412	445		
LTR_retrotransposon	Copia	Ikeros	incomplete	6317	396		
LTR_retrotransposon	Copia	Ikeros	incomplete	7746	643		
LTR_retrotransposon	Copia	Ikeros	incomplete	6269	404		
LTR_retrotransposon	Copia	Ikeros	incomplete	5883	441		
LTR_retrotransposon	Copia	Ikeros	incomplete	5883	441		
LTR_retrotransposon	Copia	Ikeros	incomplete	7557	501		
LTR_retrotransposon	Copia	Ikeros	incomplete	8218	761		
LTR_retrotransposon	Copia	Ikeros	incomplete	7540	496		
LTR_retrotransposon	Copia	Ikeros	incomplete	7540	496		
LTR_retrotransposon	Copia	Ikeros	incomplete	7256	800		
LTR_retrotransposon	Copia	Ikeros	incomplete	7489	546		
LTR_retrotransposon	Copia	Ikeros	incomplete	7719	683		
LTR_retrotransposon	Copia	Ikeros	incomplete	5855	653		
LTR_retrotransposon	Copia	Ikeros	incomplete	8670	1489		
LTR_retrotransposon	Copia	Ikeros	incomplete	7068	475		
LTR_retrotransposon	Copia	Ikeros	incomplete	9002	379		
LTR_retrotransposon	Copia	Ikeros	incomplete	6554	458		
LTR_retrotransposon	Copia	Ikeros	incomplete	5487	335		
LTR_retrotransposon	Copia	Ikeros	incomplete	4416	324		
LTR_retrotransposon	Copia	Ikeros	incomplete	7492	493		
LTR_retrotransposon	Copia	Ikeros	incomplete	6905	2049		
LTR_retrotransposon	Copia	Ikeros	incomplete	8627	1476		
LTR_retrotransposon	Copia	Ikeros	incomplete	7379	488		
LTR_retrotransposon	Copia	Ikeros	incomplete	5337	775		
LTR_retrotransposon	Copia	Ikeros	incomplete	5121	423		
LTR_retrotransposon	Copia	Ikeros	incomplete	6140	424		
LTR_retrotransposon	Copia	Ikeros	incomplete	6154	518		
LTR_retrotransposon	Copia	Ikeros	incomplete	5921	399		
LTR_retrotransposon	Copia	Ikeros	incomplete	7377	404		
LTR_retrotransposon	Copia	Ikeros	incomplete	6270	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	7443	445		
LTR_retrotransposon	Copia	Ikeros	incomplete	6298	451		
LTR_retrotransposon	Copia	Ikeros	incomplete	8700	559		
LTR_retrotransposon	Copia	Ikeros	incomplete	6357	425		
LTR_retrotransposon	Copia	Ikeros	incomplete	7406	589		
LTR_retrotransposon	Copia	Ikeros	incomplete	7565	558		
LTR_retrotransposon	Copia	Ikeros	incomplete	5059	414		
LTR_retrotransposon	Copia	Ikeros	incomplete	6234	413		
LTR_retrotransposon	Copia	Ikeros	incomplete	7703	552		
LTR_retrotransposon	Copia	Ikeros	incomplete	6355	405		
LTR_retrotransposon	Copia	Ikeros	incomplete	5393	343		
LTR_retrotransposon	Copia	Ikeros	incomplete	7387	448		
LTR_retrotransposon	Copia	Ikeros	incomplete	6273	495		
LTR_retrotransposon	Copia	Ikeros	incomplete	4521	442		
LTR_retrotransposon	Copia	Ikeros	incomplete	7534	498		
LTR_retrotransposon	Copia	Ikeros	incomplete	5480	452		
LTR_retrotransposon	Copia	Ikeros	incomplete	5885	674		
LTR_retrotransposon	Copia	Ikeros	incomplete	9008	487		
LTR_retrotransposon	Copia	Ikeros	incomplete	6292	330		
LTR_retrotransposon	Copia	Ikeros	incomplete	6202	329		
LTR_retrotransposon	Copia	Ikeros	incomplete	8047	845		
LTR_retrotransposon	Copia	Ikeros	incomplete	7390	408		
LTR_retrotransposon	Copia	Ikeros	incomplete	5980	733		
LTR_retrotransposon	Copia	Ikeros	incomplete	6342	732		
LTR_retrotransposon	Copia	Ikeros	incomplete	6091	642		
LTR_retrotransposon	Copia	Ikeros	incomplete	7732	633		
LTR_retrotransposon	Copia	Ikeros	incomplete	4455	727		
LTR_retrotransposon	Copia	Ikeros	incomplete	7490	465		
LTR_retrotransposon	Copia	Ikeros	incomplete	9562	593		
LTR_retrotransposon	Copia	Ikeros	incomplete	7569	557		
LTR_retrotransposon	Copia	Ikeros	incomplete	6185	506		
LTR_retrotransposon	Copia	Ikeros	incomplete	7372	526		
LTR_retrotransposon	Copia	Ikeros	incomplete	7525	489		
LTR_retrotransposon	Copia	Ikeros	incomplete	7474	569		
LTR_retrotransposon	Copia	Ikeros	incomplete	5756	551		
LTR_retrotransposon	Copia	Ikeros	incomplete	8097	754		
LTR_retrotransposon	Copia	Ikeros	incomplete	6289	408		
LTR_retrotransposon	Copia	Ikeros	incomplete	6905	434		
LTR_retrotransposon	Copia	Ikeros	incomplete	6557	519		
LTR_retrotransposon	Copia	Ikeros	incomplete	7490	546		
LTR_retrotransposon	Copia	Ikeros	incomplete	7259	445		
LTR_retrotransposon	Copia	Ikeros	incomplete	5872	419		
LTR_retrotransposon	Copia	Ikeros	incomplete	7204	407		
LTR_retrotransposon	Copia	Ikeros	incomplete	5801	629		
LTR_retrotransposon	Copia	Ikeros	incomplete	7466	507		
LTR_retrotransposon	Copia	Ikeros	incomplete	7222	464		
LTR_retrotransposon	Copia	Ikeros	incomplete	7576	501		
LTR_retrotransposon	Copia	Ikeros	incomplete	6028	441		
LTR_retrotransposon	Copia	Ikeros	incomplete	6652	426		
LTR_retrotransposon	Copia	Ikeros	incomplete	7188	444		
LTR_retrotransposon	Copia	Ikeros	incomplete	8049	863		
LTR_retrotransposon	Copia	Ikeros	incomplete	7299	435		
LTR_retrotransposon	Copia	Ikeros	incomplete	6527	393		
LTR_retrotransposon	Copia	Ikeros	incomplete	4523	442		
LTR_retrotransposon	Copia	Ikeros	incomplete	5589	417		
LTR_retrotransposon	Copia	Ikeros	incomplete	5819	733		
LTR_retrotransposon	Copia	Ikeros	incomplete	6419	443		
LTR_retrotransposon	Copia	Ikeros	incomplete	7774	617		
LTR_retrotransposon	Copia	Ikeros	incomplete	7207	464		
LTR_retrotransposon	Copia	Ikeros	incomplete	6002	496		
LTR_retrotransposon	Copia	Ikeros	incomplete	4350	444		
LTR_retrotransposon	Copia	Ikeros	incomplete	8106	371		
LTR_retrotransposon	Copia	Ikeros	incomplete	7553	498		
LTR_retrotransposon	Copia	Ikeros	incomplete	7523	478		
LTR_retrotransposon	Copia	Ikeros	incomplete	6428	608		
LTR_retrotransposon	Copia	Ikeros	incomplete	6323	413		
LTR_retrotransposon	Copia	Ikeros	incomplete	7392	406		
LTR_retrotransposon	Copia	Ikeros	incomplete	6411	566		
LTR_retrotransposon	Copia	Ikeros	incomplete	7722	620		
LTR_retrotransposon	Copia	Ikeros	incomplete	6987	680		
LTR_retrotransposon	Copia	Ikeros	incomplete	7205	464		
LTR_retrotransposon	Copia	Ikeros	incomplete	5918	480		
LTR_retrotransposon	Copia	Ikeros	incomplete	6049	778		
LTR_retrotransposon	Copia	Ikeros	incomplete	6482	444		
LTR_retrotransposon	Copia	Ikeros	incomplete	7189	591		
LTR_retrotransposon	Copia	Ikeros	incomplete	7535	475		
LTR_retrotransposon	Copia	Ikeros	incomplete	6384	392		
LTR_retrotransposon	Copia	Ikeros	incomplete	6455	467		
LTR_retrotransposon	Copia	Ikeros	incomplete	8502	426		
LTR_retrotransposon	Copia	Ikeros	incomplete	6446	403		
LTR_retrotransposon	Copia	Ikeros	incomplete	7163	710		
LTR_retrotransposon	Copia	Ikeros	incomplete	6354	440		
LTR_retrotransposon	Copia	Ikeros	incomplete	6493	425		
LTR_retrotransposon	Copia	Ikeros	incomplete	6772	584		
LTR_retrotransposon	Copia	Ikeros	incomplete	6144	366		
LTR_retrotransposon	Copia	Ikeros	incomplete	6471	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	6269	404		
LTR_retrotransposon	Copia	Ikeros	incomplete	6516	484		
LTR_retrotransposon	Copia	Ikeros	incomplete	8858	420		
LTR_retrotransposon	Copia	Ikeros	incomplete	7107	855		
LTR_retrotransposon	Copia	Ikeros	incomplete	7100	445		
LTR_retrotransposon	Copia	Ikeros	incomplete	5877	670		
LTR_retrotransposon	Copia	Ikeros	incomplete	4469	394		
LTR_retrotransposon	Copia	Ikeros	incomplete	5819	733		
LTR_retrotransposon	Copia	Ikeros	incomplete	6394	407		
LTR_retrotransposon	Copia	Ikeros	incomplete	4523	442		
LTR_retrotransposon	Copia	Ikeros	incomplete	6354	472		
LTR_retrotransposon	Copia	Ikeros	incomplete	8311	2373		
LTR_retrotransposon	Copia	Ikeros	incomplete	7796	1858		
LTR_retrotransposon	Copia	Ikeros	incomplete	6082	706		
LTR_retrotransposon	Copia	Ikeros	incomplete	5785	391		
LTR_retrotransposon	Copia	Ikeros	incomplete	9811	446		
LTR_retrotransposon	Copia	Ikeros	incomplete	7231	451		
LTR_retrotransposon	Copia	Ikeros	incomplete	6367	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	5669	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	6308	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	6308	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	7106	685		
LTR_retrotransposon	Copia	Ikeros	incomplete	6093	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6245	379		
LTR_retrotransposon	Copia	Ikeros	incomplete	7352	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	6145	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	6317	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	6102	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	6127	381		
LTR_retrotransposon	Copia	Ikeros	incomplete	6290	381		
LTR_retrotransposon	Copia	Ikeros	incomplete	6168	382		
LTR_retrotransposon	Copia	Ikeros	incomplete	6214	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	6324	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	7490	501		
LTR_retrotransposon	Copia	Ikeros	incomplete	6205	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	6223	374		
LTR_retrotransposon	Copia	Ikeros	incomplete	6400	381		
LTR_retrotransposon	Copia	Ikeros	incomplete	6324	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	2807	598		
LTR_retrotransposon	Copia	Ikeros	incomplete	4820	369		
LTR_retrotransposon	Copia	Ikeros	incomplete	6539	413		
LTR_retrotransposon	Copia	Ikeros	incomplete	6716	430		
LTR_retrotransposon	Copia	Ikeros	incomplete	9095	1492		
LTR_retrotransposon	Copia	Ikeros	incomplete	6213	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	5781	638		
LTR_retrotransposon	Copia	Ikeros	incomplete	6397	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	7807	551		
LTR_retrotransposon	Copia	Ikeros	incomplete	5052	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	6258	381		
LTR_retrotransposon	Copia	Ikeros	incomplete	7010	433		
LTR_retrotransposon	Copia	Ikeros	incomplete	6147	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	7010	433		
LTR_retrotransposon	Copia	Ikeros	incomplete	6299	381		
LTR_retrotransposon	Copia	Ikeros	incomplete	7900	617		
LTR_retrotransposon	Copia	Ikeros	incomplete	6096	373		
LTR_retrotransposon	Copia	Ikeros	incomplete	6322	380		
LTR_retrotransposon	Copia	Ikeros	incomplete	5875	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	3959	501		
LTR_retrotransposon	Copia	Ikeros	incomplete	6429	655		
LTR_retrotransposon	Copia	Ikeros	incomplete	5555	418		
LTR_retrotransposon	Copia	Ikeros	incomplete	5874	663		
LTR_retrotransposon	Copia	Ikeros	incomplete	5834	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5863	398		
LTR_retrotransposon	Copia	Ikeros	incomplete	5747	629		
LTR_retrotransposon	Copia	Ikeros	incomplete	5871	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5837	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6357	663		
LTR_retrotransposon	Copia	Ikeros	incomplete	6044	475		
LTR_retrotransposon	Copia	Ikeros	incomplete	6025	497		
LTR_retrotransposon	Copia	Ikeros	incomplete	5770	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	6543	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6535	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6060	515		
LTR_retrotransposon	Copia	Ikeros	incomplete	5768	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5943	504		
LTR_retrotransposon	Copia	Ikeros	incomplete	5850	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5140	661		
LTR_retrotransposon	Copia	Ikeros	incomplete	6036	516		
LTR_retrotransposon	Copia	Ikeros	incomplete	5968	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5792	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	3489	412		
LTR_retrotransposon	Copia	Ikeros	incomplete	5871	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5732	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5845	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	6541	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5759	484		
LTR_retrotransposon	Copia	Ikeros	incomplete	5962	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5877	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5881	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5869	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6408	503		
LTR_retrotransposon	Copia	Ikeros	incomplete	5986	477		
LTR_retrotransposon	Copia	Ikeros	incomplete	4335	423		
LTR_retrotransposon	Copia	Ikeros	incomplete	5747	629		
LTR_retrotransposon	Copia	Ikeros	incomplete	5871	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5858	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5874	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5176	444		
LTR_retrotransposon	Copia	Ikeros	incomplete	5855	655		
LTR_retrotransposon	Copia	Ikeros	incomplete	5932	495		
LTR_retrotransposon	Copia	Ikeros	incomplete	5906	700		
LTR_retrotransposon	Copia	Ikeros	incomplete	5958	493		
LTR_retrotransposon	Copia	Ikeros	incomplete	5870	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5879	741		
LTR_retrotransposon	Copia	Ikeros	incomplete	5864	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5726	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5849	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	6540	666		
LTR_retrotransposon	Copia	Ikeros	incomplete	5880	731		
LTR_retrotransposon	Copia	Ikeros	incomplete	5837	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	6449	516		
LTR_retrotransposon	Copia	Ikeros	incomplete	5881	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	4776	590		
LTR_retrotransposon	Copia	Ikeros	incomplete	6572	677		
LTR_retrotransposon	Copia	Ikeros	incomplete	3724	501		
LTR_retrotransposon	Copia	Ikeros	incomplete	5858	656		
LTR_retrotransposon	Copia	Ikeros	incomplete	5908	685		
LTR_retrotransposon	Copia	Ikeros	incomplete	5866	703		
LTR_retrotransposon	Copia	Ikeros	incomplete	6104	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	5857	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5877	664		
LTR_retrotransposon	Copia	Ikeros	incomplete	5871	663		
LTR_retrotransposon	Copia	Ikeros	incomplete	5872	665		
LTR_retrotransposon	Copia	Ikeros	incomplete	6221	530		
LTR_retrotransposon	Copia	Ikeros	incomplete	5962	516		
LTR_retrotransposon	Copia	Ikeros	incomplete	7448	474		
LTR_retrotransposon	Copia	Ikeros	incomplete	6450	500		
LTR_retrotransposon	Copia	Ikeros	incomplete	6309	525		
LTR_retrotransposon	Copia	Ikeros	incomplete	6061	715		
LTR_retrotransposon	Copia	Ikeros	incomplete	6262	516		
LTR_retrotransposon	Copia	Ikeros	incomplete	5904	451		
LTR_retrotransposon	Copia	Ikeros	incomplete	5991	744		
LTR_retrotransposon	Copia	Ikeros	incomplete	5896	515		
LTR_retrotransposon	Copia	Ikeros	incomplete	5967	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	5911	457		
LTR_retrotransposon	Copia	Ikeros	incomplete	6033	515		
LTR_retrotransposon	Copia	Ikeros	incomplete	6278	503		
LTR_retrotransposon	Copia	Ikeros	incomplete	4634	415		
LTR_retrotransposon	Copia	Ikeros	incomplete	5928	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	5970	493		
LTR_retrotransposon	Copia	Ikeros	incomplete	5949	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	5929	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	5975	496		
LTR_retrotransposon	Copia	Ikeros	incomplete	6286	530		
LTR_retrotransposon	Copia	Ikeros	incomplete	6034	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	5886	608		
LTR_retrotransposon	Copia	Ikeros	incomplete	5965	496		
LTR_retrotransposon	Copia	Ikeros	incomplete	6203	505		
LTR_retrotransposon	Copia	Ikeros	incomplete	6220	525		
LTR_retrotransposon	Copia	Ikeros	incomplete	5939	631		
LTR_retrotransposon	Copia	Ikeros	incomplete	5928	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	6168	527		
LTR_retrotransposon	Copia	Ikeros	incomplete	5965	513		
LTR_retrotransposon	Copia	Ikeros	incomplete	5904	697		
LTR_retrotransposon	Copia	Ikeros	incomplete	5935	631		
LTR_retrotransposon	Copia	Ikeros	incomplete	6069	696		
LTR_retrotransposon	Copia	Ikeros	incomplete	6165	505		
LTR_retrotransposon	Copia	Ikeros	incomplete	5928	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	3905	427		
LTR_retrotransposon	Copia	Ikeros	incomplete	6213	477		
LTR_retrotransposon	Copia	Ikeros	incomplete	6035	516		
LTR_retrotransposon	Copia	Ikeros	incomplete	6143	731		
LTR_retrotransposon	Copia	Ikeros	incomplete	6159	500		
LTR_retrotransposon	Copia	Ikeros	incomplete	5928	716		
LTR_retrotransposon	Copia	Ikeros	incomplete	5929	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	5320	441		
LTR_retrotransposon	Copia	Ikeros	incomplete	6245	506		
LTR_retrotransposon	Copia	Ikeros	incomplete	5908	701		
LTR_retrotransposon	Copia	Ikeros	incomplete	5894	694		
LTR_retrotransposon	Copia	Ikeros	incomplete	5703	494		
LTR_retrotransposon	Copia	Ikeros	incomplete	6026	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	6108	527		
LTR_retrotransposon	Copia	Ikeros	incomplete	5761	626		
LTR_retrotransposon	Copia	Ikeros	incomplete	6377	743		
LTR_retrotransposon	Copia	Ikeros	incomplete	6040	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	6076	702		
LTR_retrotransposon	Copia	Ikeros	incomplete	5943	735		
LTR_retrotransposon	Copia	Ikeros	incomplete	3902	428		
LTR_retrotransposon	Copia	Ikeros	incomplete	5806	652		
LTR_retrotransposon	Copia	Ikeros	incomplete	5991	514		
LTR_retrotransposon	Copia	Ikeros	incomplete	6158	744		
LTR_retrotransposon	Copia	Ikeros	incomplete	5857	678		
LTR_retrotransposon	Copia	Ikeros	incomplete	5867	697		
LTR_retrotransposon	Copia	Ikeros	incomplete	5939	631		
LTR_retrotransposon	Copia	Ikeros	incomplete	5908	701		
LTR_retrotransposon	Copia	Ikeros	incomplete	5921	482		
LTR_retrotransposon	Copia	Ikeros	incomplete	6032	515		
LTR_retrotransposon	Copia	Ikeros	incomplete	5922	715		
LTR_retrotransposon	Copia	Ikeros	incomplete	6160	505		
LTR_retrotransposon	Copia	Ikeros	incomplete	5955	483		
LTR_retrotransposon	Copia	Ikeros	incomplete	5833	680		
LTR_retrotransposon	Copia	Ikeros	incomplete	6198	505		
LTR_retrotransposon	Copia	Ikeros	incomplete	6075	699		
LTR_retrotransposon	Copia	Ikeros	incomplete	6213	495		
LTR_retrotransposon	Copia	Ikeros	incomplete	4519	424		
LTR_retrotransposon	Copia	Ikeros	incomplete	5934	715		
LTR_retrotransposon	Copia	Ikeros	incomplete	5861	701		
LTR_retrotransposon	Copia	Ikeros	incomplete	5947	712		
LTR_retrotransposon	Copia	Ikeros	incomplete	6075	699		
LTR_retrotransposon	Copia	Ikeros	incomplete	5973	495		
