Species	TE_class	TE_order	TE_superfamily	TE_clade	TE_lineage	Structural_category	Count
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	29
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ikeros	complete	31
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ikeros	degenerate	50
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	109
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	33
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ivana	complete	29
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ivana	degenerate	20
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	32
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	SIRE	degenerate	7
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	9
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	TAR	degenerate	2
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	TAR	isolated_fragment	1
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	5
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Tork	complete	10
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Tork	degenerate	31
R_radicans_var_watsonii	Class_I	LTR	Copia	NA	Tork	isolated_fragment	7
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	7
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	CRM	complete	23
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	19
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	6
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	23
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Reina	complete	6
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	4
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	26
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	29
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	5
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	26
R_radicans_var_watsonii	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	69
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	53
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	39
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	156
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	51
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	117
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	64
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	5
R_radicans_var_watsonii	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	9
R_ridleyi	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	162
R_ridleyi	Class_I	LTR	Copia	NA	Ale	complete	219
R_ridleyi	Class_I	LTR	Copia	NA	Ale	degenerate	227
R_ridleyi	Class_I	LTR	Copia	NA	Ale	isolated_fragment	102
R_ridleyi	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	1
R_ridleyi	Class_I	LTR	Copia	NA	Alesia	complete	5
R_ridleyi	Class_I	LTR	Copia	NA	Alesia	degenerate	1
R_ridleyi	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	6
R_ridleyi	Class_I	LTR	Copia	NA	Angela	complete	1
R_ridleyi	Class_I	LTR	Copia	NA	Angela	degenerate	31
R_ridleyi	Class_I	LTR	Copia	NA	Angela	isolated_fragment	55
R_ridleyi	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	1
R_ridleyi	Class_I	LTR	Copia	NA	Bianca	complete	1
R_ridleyi	Class_I	LTR	Copia	NA	Bianca	degenerate	35
R_ridleyi	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	9
R_ridleyi	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	15
R_ridleyi	Class_I	LTR	Copia	NA	Ikeros	complete	116
R_ridleyi	Class_I	LTR	Copia	NA	Ikeros	degenerate	50
R_ridleyi	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	77
R_ridleyi	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	43
R_ridleyi	Class_I	LTR	Copia	NA	Ivana	complete	32
R_ridleyi	Class_I	LTR	Copia	NA	Ivana	degenerate	13
R_ridleyi	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	15
R_ridleyi	Class_I	LTR	Copia	NA	TAR	degenerate	6
R_ridleyi	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	6
R_ridleyi	Class_I	LTR	Copia	NA	Tork	complete	12
R_ridleyi	Class_I	LTR	Copia	NA	Tork	degenerate	5
R_ridleyi	Class_I	LTR	Copia	NA	Tork	isolated_fragment	7
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	4
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	CRM	complete	22
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	6
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	1
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	14
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Reina	complete	23
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	5
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	10
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	10
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	1
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	199
R_ridleyi	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	82
R_ridleyi	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	3
R_ridleyi	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	41
R_ridleyi	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	12
R_ridleyi	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	8
R_ridleyi	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	25
R_riparia	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	59
R_riparia	Class_I	LTR	Copia	NA	Ale	complete	90
R_riparia	Class_I	LTR	Copia	NA	Ale	degenerate	120
R_riparia	Class_I	LTR	Copia	NA	Ale	isolated_fragment	68
R_riparia	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	1
R_riparia	Class_I	LTR	Copia	NA	Alesia	complete	18
R_riparia	Class_I	LTR	Copia	NA	Alesia	degenerate	3
R_riparia	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	1
R_riparia	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	6
R_riparia	Class_I	LTR	Copia	NA	Angela	degenerate	30
R_riparia	Class_I	LTR	Copia	NA	Angela	isolated_fragment	75
R_riparia	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	3
R_riparia	Class_I	LTR	Copia	NA	Bianca	degenerate	54
R_riparia	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	20
R_riparia	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	13
R_riparia	Class_I	LTR	Copia	NA	Ikeros	complete	34
R_riparia	Class_I	LTR	Copia	NA	Ikeros	degenerate	32
R_riparia	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	128
R_riparia	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	19
R_riparia	Class_I	LTR	Copia	NA	Ivana	complete	25
R_riparia	Class_I	LTR	Copia	NA	Ivana	degenerate	14
R_riparia	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	10
R_riparia	Class_I	LTR	Copia	NA	TAR	degenerate	3
R_riparia	Class_I	LTR	Copia	NA	Tork	complete	7
R_riparia	Class_I	LTR	Copia	NA	Tork	degenerate	10
R_riparia	Class_I	LTR	Copia	NA	Tork	isolated_fragment	1
R_riparia	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	5
R_riparia	Class_I	LTR	Gypsy	chromovirus	CRM	complete	8
R_riparia	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	3
R_riparia	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	2
R_riparia	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	10
R_riparia	Class_I	LTR	Gypsy	chromovirus	Reina	complete	7
R_riparia	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	3
R_riparia	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	10
R_riparia	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	9
R_riparia	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	1
R_riparia	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	23
R_riparia	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	22
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	76
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	49
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	75
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	32
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	93
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	80
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	43
R_riparia	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	9
R_rugosa	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	124
R_rugosa	Class_I	LTR	Copia	NA	Ale	complete	35
R_rugosa	Class_I	LTR	Copia	NA	Ale	degenerate	12
R_rugosa	Class_I	LTR	Copia	NA	Ale	isolated_fragment	30
R_rugosa	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	3
R_rugosa	Class_I	LTR	Copia	NA	Alesia	complete	5
R_rugosa	Class_I	LTR	Copia	NA	Alesia	degenerate	1
R_rugosa	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	3
R_rugosa	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	6
R_rugosa	Class_I	LTR	Copia	NA	Angela	complete	23
R_rugosa	Class_I	LTR	Copia	NA	Angela	degenerate	13
R_rugosa	Class_I	LTR	Copia	NA	Angela	isolated_fragment	10
R_rugosa	Class_I	LTR	Copia	NA	Bianca	complete	5
R_rugosa	Class_I	LTR	Copia	NA	Bianca	degenerate	2
R_rugosa	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	3
R_rugosa	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	23
R_rugosa	Class_I	LTR	Copia	NA	Ikeros	complete	31
R_rugosa	Class_I	LTR	Copia	NA	Ikeros	degenerate	13
R_rugosa	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	9
R_rugosa	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	12
R_rugosa	Class_I	LTR	Copia	NA	Ivana	complete	22
R_rugosa	Class_I	LTR	Copia	NA	Ivana	degenerate	10
R_rugosa	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	8
R_rugosa	Class_I	LTR	Copia	NA	SIRE	TR-GAG-like	1
R_rugosa	Class_I	LTR	Copia	NA	SIRE	degenerate	9
R_rugosa	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	13
R_rugosa	Class_I	LTR	Copia	NA	Tork	complete	3
R_rugosa	Class_I	LTR	Copia	NA	Tork	degenerate	4
R_rugosa	Class_I	LTR	Copia	NA	Tork	isolated_fragment	1
R_rugosa	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	3
R_rugosa	Class_I	LTR	Gypsy	chromovirus	CRM	complete	4
R_rugosa	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	2
R_rugosa	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	2
R_rugosa	Class_I	LTR	Gypsy	chromovirus	Galadriel	complete	1
R_rugosa	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	16
R_rugosa	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	11
R_rugosa	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	3
R_rugosa	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	26
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	33
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	1
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	101
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	17
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	11
R_rugosa	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	9
R_tenerrima	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	80
R_tenerrima	Class_I	LTR	Copia	NA	Ale	complete	146
R_tenerrima	Class_I	LTR	Copia	NA	Ale	degenerate	120
R_tenerrima	Class_I	LTR	Copia	NA	Ale	isolated_fragment	147
R_tenerrima	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	9
R_tenerrima	Class_I	LTR	Copia	NA	Alesia	complete	14
R_tenerrima	Class_I	LTR	Copia	NA	Alesia	degenerate	12
R_tenerrima	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	4
R_tenerrima	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	15
R_tenerrima	Class_I	LTR	Copia	NA	Angela	degenerate	71
R_tenerrima	Class_I	LTR	Copia	NA	Angela	isolated_fragment	122
R_tenerrima	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	3
R_tenerrima	Class_I	LTR	Copia	NA	Bianca	complete	7
R_tenerrima	Class_I	LTR	Copia	NA	Bianca	degenerate	97
R_tenerrima	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	26
R_tenerrima	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	58
R_tenerrima	Class_I	LTR	Copia	NA	Ikeros	complete	68
R_tenerrima	Class_I	LTR	Copia	NA	Ikeros	degenerate	173
R_tenerrima	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	100
R_tenerrima	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	54
R_tenerrima	Class_I	LTR	Copia	NA	Ivana	complete	46
R_tenerrima	Class_I	LTR	Copia	NA	Ivana	degenerate	25
R_tenerrima	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	27
R_tenerrima	Class_I	LTR	Copia	NA	SIRE	degenerate	11
R_tenerrima	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	8
R_tenerrima	Class_I	LTR	Copia	NA	TAR	TR-GAG-like	1
R_tenerrima	Class_I	LTR	Copia	NA	TAR	degenerate	10
R_tenerrima	Class_I	LTR	Copia	NA	TAR	isolated_fragment	1
R_tenerrima	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	25
R_tenerrima	Class_I	LTR	Copia	NA	Tork	complete	29
R_tenerrima	Class_I	LTR	Copia	NA	Tork	degenerate	34
R_tenerrima	Class_I	LTR	Copia	NA	Tork	isolated_fragment	28
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	11
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	CRM	complete	33
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	31
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	9
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	42
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Reina	complete	6
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	5
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	14
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	6
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	21
R_tenerrima	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	22
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	78
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	9
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	101
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	100
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	51
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	degenerate	9
R_tenerrima	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	54
R_tenuis	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	87
R_tenuis	Class_I	LTR	Copia	NA	Ale	complete	126
R_tenuis	Class_I	LTR	Copia	NA	Ale	degenerate	156
R_tenuis	Class_I	LTR	Copia	NA	Ale	isolated_fragment	145
R_tenuis	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	5
R_tenuis	Class_I	LTR	Copia	NA	Alesia	complete	29
R_tenuis	Class_I	LTR	Copia	NA	Alesia	degenerate	12
R_tenuis	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	13
R_tenuis	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	14
R_tenuis	Class_I	LTR	Copia	NA	Angela	complete	35
R_tenuis	Class_I	LTR	Copia	NA	Angela	degenerate	95
R_tenuis	Class_I	LTR	Copia	NA	Angela	isolated_fragment	421
R_tenuis	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	2
R_tenuis	Class_I	LTR	Copia	NA	Bianca	complete	1
R_tenuis	Class_I	LTR	Copia	NA	Bianca	degenerate	47
R_tenuis	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	30
R_tenuis	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	41
R_tenuis	Class_I	LTR	Copia	NA	Ikeros	complete	58
R_tenuis	Class_I	LTR	Copia	NA	Ikeros	degenerate	103
R_tenuis	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	421
R_tenuis	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	100
R_tenuis	Class_I	LTR	Copia	NA	Ivana	complete	90
R_tenuis	Class_I	LTR	Copia	NA	Ivana	degenerate	51
R_tenuis	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	28
R_tenuis	Class_I	LTR	Copia	NA	SIRE	degenerate	12
R_tenuis	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	7
R_tenuis	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	30
R_tenuis	Class_I	LTR	Copia	NA	Tork	complete	14
R_tenuis	Class_I	LTR	Copia	NA	Tork	degenerate	34
R_tenuis	Class_I	LTR	Copia	NA	Tork	isolated_fragment	23
R_tenuis	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	9
R_tenuis	Class_I	LTR	Gypsy	chromovirus	CRM	complete	31
R_tenuis	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	12
R_tenuis	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	7
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	22
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Reina	complete	9
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	1
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	9
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	15
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	4
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	110
R_tenuis	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	79
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	71
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	3
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	178
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	182
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	172
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	degenerate	1
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	297
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	111
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	complete	3
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	degenerate	3
R_tenuis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	isolated_fragment	52
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ale	TR-GAG-like	611
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ale	complete	442
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ale	degenerate	720
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ale	isolated_fragment	668
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Alesia	TR-GAG-like	41
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Alesia	complete	74
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Alesia	degenerate	45
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Alesia	isolated_fragment	25
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Angela	TR-GAG-like	40
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Angela	degenerate	100
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Angela	isolated_fragment	268
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Bianca	TR-GAG-like	6
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Bianca	complete	1
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Bianca	degenerate	94
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Bianca	isolated_fragment	95
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ikeros	TR-GAG-like	103
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ikeros	complete	244
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ikeros	degenerate	285
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ikeros	isolated_fragment	920
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ivana	TR-GAG-like	268
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ivana	complete	186
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ivana	degenerate	126
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Ivana	isolated_fragment	98
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	SIRE	TR-GAG-like	2
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	SIRE	degenerate	45
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	SIRE	isolated_fragment	13
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	TAR	TR-GAG-like	1
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	TAR	degenerate	21
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	TAR	isolated_fragment	10
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Tork	TR-GAG-like	77
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Tork	complete	58
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Tork	degenerate	129
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Copia	NA	Tork	isolated_fragment	72
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	CRM	TR-GAG-like	28
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	CRM	complete	78
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	CRM	degenerate	43
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	CRM	isolated_fragment	19
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Reina	TR-GAG-like	282
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Reina	complete	9
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Reina	degenerate	8
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Reina	isolated_fragment	233
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Tekay	TR-GAG-like	63
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Tekay	complete	23
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Tekay	degenerate	527
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	chromovirus	Tekay	isolated_fragment	381
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	TR-GAG-like	237
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	complete	118
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	degenerate	328
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA	Athila	isolated_fragment	251
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	TR-GAG-like	561
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	degenerate	22
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Ogre	isolated_fragment	878
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	TR-GAG-like	397
R_tenuis_subsp_austrobrasiliensis	Class_I	LTR	Gypsy	non-chromovirus|OTA|Tat	Retand	complete	9
